,id,index
220,Q122020,220
221,Q13564789,221
222,Q34579349,222
223,Q18686160,223
224,Q1463050,224
225,Q28805633,225
226,Q4915,226
227,Q43668,227
228,Q255911,228
229,Q918151,229
230,Q5083,230
231,Q1223,231
232,Q1309633,232
233,Q7889977,233
234,Q959502,234
235,Q966240,235
236,Q163820,236
237,Q1668164,237
238,Q1011116,238
239,Q1235731,239
240,Q724143,240
241,Q245272,241
242,Q409230,242
243,Q14947899,243
244,Q1227,244
245,Q212757,245
246,Q5372335,246
247,Q354869,247
248,Q209330,248
249,Q1261,249
250,Q30531,250
251,Q215392,251
252,Q29149,252
253,Q4959808,253
254,Q4776474,254
255,Q918,255
256,Q483551,256
257,Q212405,257
258,Q664,258
259,Q7130852,259
260,Q48938223,260
261,Q608152,261
262,Q14659,262
263,Q1408,263
264,Q6315685,264
265,Q7825,265
266,Q720027,266
267,Q1334384,267
268,Q11329045,268
269,Q6115063,269
270,Q625506,270
271,Q5284,271
272,Q434706,272
273,Q2283,273
274,Q864693,274
275,Q501542,275
276,Q2077283,276
277,Q1612,277
278,Q461063,278
279,Q16147165,279
280,Q1546,280
281,Q1837617,281
282,Q133274,282
283,Q2445317,283
284,Q1070669,284
285,Q23556,285
286,Q7949690,286
287,Q812,287
288,Q213205,288
289,Q789915,289
290,Q17427,290
291,Q32491,291
292,Q3130,292
293,Q60,293
294,Q865,294
295,Q3099714,295
296,Q16,296
297,Q193326,297
298,Q380900,298
299,Q5255733,299
300,Q15,300
301,Q7747,301
302,Q7204,302
303,Q37116,303
304,Q2789106,304
305,Q4496,305
306,Q936105,306
307,Q124873,307
308,Q928,308
309,Q794,309
310,Q58217,310
311,Q249206,311
312,Q71,312
313,Q10296812,313
314,Q20988486,314
315,Q2565708,315
316,Q1418873,316
317,Q1065,317
318,Q48525,318
319,Q495043,319
320,Q7700054,320
321,Q869,321
322,Q96,322
323,Q1057263,323
324,Q212648,324
325,Q11299,325
326,Q267902,326
327,Q430714,327
328,Q735015,328
329,Q5386304,329
330,Q1163715,330
331,Q4773428,331
332,Q1384,332
333,Q7014727,333
334,Q11224,334
335,Q135744,335
336,Q12630,336
337,Q54109,337
338,Q2068307,338
339,Q188413,339
340,Q93191,340
341,Q5092,341
342,Q577845,342
343,Q1204,343
344,Q26678,344
345,Q186068,345
346,Q5112459,346
347,Q517545,347
348,Q166032,348
349,Q32522,349
350,Q16114049,350
351,Q3522402,351
352,Q261003,352
353,Q49238,353
354,Q1454,354
355,Q24313,355
356,Q2877626,356
357,Q1414593,357
358,Q19876954,358
359,Q1139213,359
360,Q38022,360
361,Q186471,361
362,Q20871878,362
363,Q1588,363
364,Q7358961,364
365,Q359,365
366,Q16146870,366
367,Q360,367
368,Q23685,368
369,Q1428,369
370,Q118483,370
371,Q2739748,371
372,Q130838,372
373,Q1461076,373
374,Q1344587,374
375,Q11223,375
376,Q211040,376
377,Q293260,377
378,Q191183,378
379,Q174769,379
380,Q22096520,380
381,Q209479,381
382,Q1815381,382
383,Q4819311,383
384,Q1141037,384
385,Q1166,385
386,Q1816491,386
387,Q717045,387
388,Q18358010,388
389,Q2707177,389
390,Q5345471,390
391,Q785130,391
392,Q213518,392
393,Q43,393
394,Q482421,394
395,Q11690,395
396,Q1547320,396
397,Q233929,397
398,Q4960894,398
399,Q816220,399
400,Q1811737,400
401,Q61,401
402,Q3510308,402
403,Q371820,403
404,Q887010,404
405,Q458,405
406,Q7979443,406
407,Q209380,407
408,Q4204577,408
409,Q3303463,409
410,Q189490,410
411,Q1157038,411
412,Q32396,412
413,Q2127156,413
414,Q19995004,414
415,Q201653,415
416,Q7846084,416
417,Q1329523,417
418,Q487152,418
419,Q806215,419
420,Q1370,420
421,Q7883511,421
422,Q1288449,422
423,Q49115,423
424,Q49113,424
425,Q843887,425
426,Q483118,426
427,Q167498,427
428,Q193659,428
429,Q345431,429
430,Q18534249,430
431,Q785270,431
432,Q83325,432
433,Q2035701,433
434,Q223320,434
435,Q6172162,435
436,Q5585845,436
437,Q155,437
438,Q210047,438
439,Q55800,439
440,Q1008912,440
441,Q174843,441
442,Q636207,442
443,Q1109032,443
444,Q9005,444
445,Q608201,445
446,Q19985418,446
447,Q864106,447
448,Q179969,448
449,Q56283749,449
450,Q1391,450
451,Q7191,451
452,Q320578,452
453,Q434509,453
454,Q1635006,454
455,Q49108,455
456,Q1754,456
457,Q25274,457
458,Q13371,458
459,Q16868692,459
460,Q2896654,460
461,Q35041,461
462,Q130018,462
463,Q524369,463
464,Q5520196,464
465,Q5361211,465
466,Q190519,466
467,Q62,467
468,Q11701,468
469,Q2430009,469
470,Q963117,470
471,Q1747601,471
472,Q5336392,472
473,Q11769,473
474,Q523716,474
475,Q49,475
476,Q201633,476
477,Q11218,477
478,Q906933,478
479,Q1537,479
480,Q408,480
481,Q1021512,481
482,Q559392,482
483,Q13479957,483
484,Q1141363,484
485,Q173813,485
486,Q174710,486
487,Q32620,487
488,Q45578,488
489,Q191719,489
490,Q230169,490
491,Q246283,491
492,Q36159,492
493,Q1218,493
494,Q728428,494
495,Q1190123,495
496,Q1144851,496
497,Q1953422,497
498,Q1531933,498
499,Q1061437,499
500,Q298,500
501,Q2581425,501
502,Q686201,502
503,Q1069698,503
504,Q9219,504
505,Q21,505
506,Q23240,506
507,Q219508,507
508,Q109858,508
509,Q785304,509
510,Q328473,510
511,Q312556,511
512,Q3884,512
513,Q6918473,513
514,Q81965,514
515,Q1814260,515
516,Q927485,516
517,Q2249117,517
518,Q333859,518
519,Q48821,519
520,Q59555084,520
521,Q207,521
522,Q157376,522
523,Q1860,523
524,Q168756,524
525,Q536580,525
526,Q450675,526
527,Q159583,527
528,Q237,528
529,Q822,529
530,Q3362882,530
531,Q829,531
532,Q16554,532
533,Q2101438,533
534,Q378341,534
535,Q7622249,535
536,Q333718,536
537,Q204711,537
538,Q1570423,538
539,Q844837,539
540,Q1432360,540
541,Q3296134,541
542,Q816,542
543,Q3079141,543
544,Q1400,544
545,Q139161,545
546,Q771,546
547,Q46118286,547
548,Q194280,548
549,Q8337,549
550,Q1692091,550
551,Q490434,551
552,Q5145864,552
553,Q43890449,553
554,Q6397147,554
555,Q182415,555
556,Q3122786,556
557,Q16195071,557
558,Q16147110,558
559,Q23768,559
560,Q1197928,560
561,Q4664468,561
562,Q2636981,562
563,Q49001,563
564,Q7640700,564
565,Q24460,565
566,Q186545,566
567,Q7942,567
568,Q5428664,568
569,Q483915,569
570,Q976515,570
571,Q206381,571
572,Q534910,572
573,Q745608,573
574,Q557730,574
575,Q217810,575
576,Q4828165,576
577,Q261209,577
578,Q1485944,578
579,Q4863417,579
580,Q642707,580
581,Q351822,581
582,Q211830,582
583,Q49213,583
584,Q289168,584
585,Q794191,585
586,Q5691148,586
587,Q1262690,587
588,Q1045210,588
589,Q55081822,589
590,Q534238,590
591,Q2407862,591
592,Q354043,592
593,Q291149,593
594,Q721948,594
595,Q6194406,595
596,Q6336743,596
597,Q809892,597
598,Q173,598
599,Q4829293,599
600,Q5287,600
601,Q7861187,601
602,Q1212,602
603,Q2346099,603
604,Q44628716,604
605,Q3236790,605
606,Q306216,606
607,Q11220,607
608,Q37660,608
609,Q755179,609
610,Q824,610
611,Q2003736,611
612,Q313381,612
613,Q907311,613
614,Q56166,614
615,Q473352,615
616,Q17957,616
617,Q6081679,617
618,Q578478,618
619,Q3304418,619
620,Q16983382,620
621,Q271796,621
622,Q902134,622
623,Q308439,623
624,Q11466,624
625,Q16832136,625
626,Q43416,626
627,Q27243341,627
628,Q62378,628
629,Q2827313,629
630,Q58416634,630
631,Q65,631
632,Q20,632
633,Q362,633
634,Q499535,634
635,Q750254,635
636,Q202148,636
637,Q910677,637
638,Q17252,638
639,Q1072879,639
640,Q17503525,640
641,Q58416875,641
642,Q1649,642
643,Q1772867,643
644,Q5321351,644
645,Q6952311,645
646,Q186304,646
647,Q174346,647
648,Q169946,648
649,Q16843706,649
650,Q147077,650
651,Q51796021,651
652,Q723513,652
653,Q2917079,653
654,Q5300814,654
655,Q221150,655
656,Q17943,656
657,Q36091,657
658,Q213417,658
659,Q82518,659
660,Q1983924,660
661,Q13959,661
662,Q7687701,662
663,Q121783,663
664,Q172339,664
665,Q7535632,665
666,Q190050,666
667,Q1972120,667
668,Q866,668
669,Q40096,669
670,Q158957,670
671,Q1924847,671
672,Q80046,672
673,Q485310,673
674,Q262515,674
675,Q1777174,675
676,Q4796715,676
677,Q982527,677
678,Q239411,678
679,Q22908,679
680,Q1205312,680
681,Q1058722,681
682,Q81799,682
683,Q1365139,683
684,Q4781271,684
685,Q37158,685
686,Q18221,686
687,Q3497291,687
688,Q3196977,688
689,Q1948,689
690,Q17019858,690
691,Q224159,691
692,Q5440110,692
693,Q977965,693
694,Q3493922,694
695,Q429050,695
696,Q1053145,696
697,Q177054,697
698,Q3688975,698
699,Q43044,699
700,Q2680,700
701,Q1183818,701
702,Q7673962,702
703,Q2742874,703
704,Q551458,704
705,Q273371,705
706,Q1068933,706
707,Q7673201,707
708,Q536691,708
709,Q7919370,709
710,Q37937,710
711,Q1221,711
712,Q18176410,712
713,Q40715,713
714,Q190135,714
715,Q169889,715
716,Q5591926,716
717,Q19809,717
718,Q1543025,718
719,Q47170,719
720,Q7310,720
721,Q7318,721
722,Q1315911,722
723,Q192152,723
724,Q1342,724
725,Q484876,725
726,Q6179172,726
727,Q7691084,727
728,Q7079196,728
729,Q952391,729
730,Q2429253,730
731,Q35886,731
732,Q754523,732
733,Q68740,733
734,Q216258,734
735,Q244457,735
736,Q6184897,736
737,Q1689380,737
738,Q310953,738
739,Q6317338,739
740,Q1146444,740
741,Q4744470,741
742,Q23239,742
743,Q717951,743
744,Q3023782,744
745,Q127530,745
746,Q1186457,746
747,Q650840,747
748,Q2435968,748
749,Q35332,749
750,Q3115193,750
751,Q4381750,751
752,Q7093850,752
753,Q311904,753
754,Q693709,754
755,Q7605753,755
756,Q44989,756
757,Q335357,757
758,Q1603,758
759,Q7235464,759
760,Q1494,760
761,Q5774677,761
762,Q105460,762
763,Q797,763
764,Q33044571,764
765,Q482793,765
766,Q40392,766
767,Q309331,767
768,Q583725,768
769,Q1211,769
770,Q1138777,770
771,Q1149781,771
772,Q4679094,772
773,Q186125,773
774,Q3194868,774
775,Q5114004,775
776,Q2623024,776
777,Q6899671,777
778,Q1624317,778
779,Q908233,779
780,Q352233,780
781,Q1089950,781
782,Q956,782
783,Q167155,783
784,Q1701206,784
785,Q6837288,785
786,Q14436702,786
787,Q1436845,787
788,Q715583,788
789,Q11307052,789
790,Q19845212,790
791,Q3259709,791
792,Q387047,792
793,Q371068,793
794,Q780442,794
795,Q19079,795
796,Q410892,796
797,Q3555634,797
798,Q572134,798
799,Q39087006,799
800,Q48816340,800
801,Q739866,801
802,Q826751,802
803,Q275837,803
804,Q17077936,804
805,Q1870447,805
806,Q42417413,806
807,Q337377,807
808,Q14950697,808
809,Q15267489,809
810,Q7812406,810
811,Q19877025,811
812,Q17505053,812
813,Q6897409,813
814,Q3349732,814
815,Q688825,815
816,Q15903261,816
817,Q548319,817
818,Q327,818
819,Q12107,819
820,Q6689,820
821,Q954370,821
822,Q187300,822
823,Q19593,823
824,Q20641700,824
825,Q941023,825
826,Q5349788,826
827,Q164119,827
828,Q327416,828
829,Q170574,829
830,Q752365,830
831,Q7508321,831
832,Q669163,832
833,Q17108057,833
834,Q5052966,834
835,Q843,835
836,Q36812,836
837,Q711976,837
838,Q19900,838
839,Q211760,839
840,Q200768,840
841,Q1156152,841
842,Q7791637,842
843,Q1370207,843
844,Q44104,844
845,Q8021836,845
846,Q5461626,846
847,Q152316,847
848,Q220072,848
849,Q6397255,849
850,Q2031485,850
851,Q234712,851
852,Q56856714,852
853,Q5227933,853
854,Q2631300,854
855,Q1251747,855
856,Q953437,856
857,Q10296519,857
858,Q1770624,858
859,Q486168,859
860,Q15272687,860
861,Q624327,861
862,Q7413436,862
863,Q2494928,863
864,Q2943368,864
865,Q918224,865
866,Q193583,866
867,Q1773949,867
868,Q859639,868
869,Q352159,869
870,Q5620734,870
871,Q2821724,871
872,Q18206631,872
873,Q909975,873
874,Q272223,874
875,Q6506294,875
876,Q786705,876
877,Q2118270,877
878,Q178033,878
879,Q716346,879
880,Q26485,880
881,Q17119403,881
882,Q35657,882
883,Q192283,883
884,Q30015089,884
885,Q422917,885
886,Q16759,886
887,Q494690,887
888,Q186080,888
889,Q1049334,889
890,Q663440,890
891,Q3079095,891
892,Q550574,892
893,Q4492609,893
894,Q16212482,894
895,Q163249,895
896,Q41173,896
897,Q3336879,897
898,Q1285806,898
899,Q5278483,899
900,Q201358,900
901,Q614768,901
902,Q1785956,902
903,Q26318,903
904,Q38051551,904
905,Q189833,905
906,Q645968,906
907,Q1386729,907
908,Q524757,908
909,Q20204363,909
910,Q3045312,910
911,Q3854772,911
912,Q27,912
913,Q488210,913
914,Q7951776,914
915,Q49233,915
916,Q621532,916
917,Q86483,917
918,Q575689,918
919,Q14130,919
920,Q1046951,920
921,Q755999,921
922,Q223769,922
923,Q4712175,923
924,Q11895,924
925,Q835013,925
926,Q4599311,926
927,Q16235298,927
928,Q136209,928
929,Q329131,929
930,Q29605523,930
931,Q2904131,931
932,Q166216,932
933,Q10479,933
934,Q337370,934
935,Q3895,935
936,Q231233,936
937,Q7347,937
938,Q46040,938
939,Q1326107,939
940,Q44176,940
941,Q851,941
942,Q189,942
943,Q37175,943
944,Q697327,944
945,Q17042582,945
946,Q7542,946
947,Q668519,947
948,Q275033,948
949,Q18638003,949
950,Q161345,950
951,Q1166157,951
952,Q7377586,952
953,Q11081,953
954,Q956568,954
955,Q313451,955
956,Q924241,956
957,Q211280,957
958,Q308722,958
959,Q160432,959
960,Q171905,960
961,Q428819,961
962,Q40026,962
963,Q24841017,963
964,Q178166,964
965,Q213864,965
966,Q75,966
967,Q136678,967
968,Q196185,968
969,Q8560655,969
970,Q7408056,970
971,Q1375057,971
972,Q484544,972
973,Q5245925,973
974,Q642345,974
975,Q6395629,975
976,Q911463,976
977,Q1810383,977
978,Q753529,978
979,Q272929,979
980,Q5552563,980
981,Q47195,981
982,Q759,982
983,Q49242,983
984,Q2393494,984
985,Q35476,985
986,Q946865,986
987,Q743309,987
988,Q1093629,988
989,Q10993,989
990,Q1647788,990
991,Q1384203,991
992,Q910409,992
993,Q17505091,993
994,Q60987711,994
995,Q259776,995
996,Q1366948,996
997,Q461595,997
998,Q3090378,998
999,Q10359102,999
1000,Q170572,1000
1001,Q4898286,1001
1002,Q2763,1002
1003,Q38,1003
1004,Q22649,1004
1005,Q1825004,1005
1006,Q5111202,1006
1007,Q2784967,1007
1008,Q24009805,1008
1009,Q963007,1009
1010,Q56276162,1010
1011,Q211236,1011
1012,Q534851,1012
1013,Q320484,1013
1014,Q611891,1014
1015,Q86768,1015
1016,Q27988224,1016
1017,Q24809702,1017
1018,Q276539,1018
1019,Q533415,1019
1020,Q1517373,1020
1021,Q2505619,1021
1022,Q2509872,1022
1023,Q16186061,1023
1024,Q182027,1024
1025,Q7430,1025
1026,Q5643122,1026
1027,Q2576280,1027
1028,Q1881523,1028
1029,Q559076,1029
1030,Q1904,1030
1031,Q358834,1031
1032,Q5468328,1032
1033,Q23799819,1033
1034,Q1741,1034
1035,Q33996,1035
1036,Q131204,1036
1037,Q3814368,1037
1038,Q7567249,1038
1039,Q984327,1039
1040,Q234138,1040
1041,Q162959,1041
1042,Q503706,1042
1043,Q3517772,1043
1044,Q2309859,1044
1045,Q255381,1045
1046,Q205707,1046
1047,Q19020,1047
1048,Q232465,1048
1049,Q228787,1049
1050,Q18153962,1050
1051,Q298209,1051
1052,Q43274,1052
1053,Q8191685,1053
1054,Q7019111,1054
1055,Q2046019,1055
1056,Q509255,1056
1057,Q243007,1057
1058,Q40345,1058
1059,Q19877365,1059
1060,Q12439,1060
1061,Q2719376,1061
1062,Q24806845,1062
1063,Q16232225,1063
1064,Q55081130,1064
1065,Q271805,1065
1066,Q18013,1066
1067,Q7396971,1067
1068,Q1035,1068
1069,Q183,1069
1070,Q2280045,1070
1071,Q8646,1071
1072,Q967817,1072
1073,Q8049272,1073
1074,Q16555,1074
1075,Q37320,1075
1076,Q103756,1076
1077,Q33881,1077
1078,Q527493,1078
1079,Q1166592,1079
1080,Q108143,1080
1081,Q7702149,1081
1082,Q7759594,1082
1083,Q2705072,1083
1084,Q287171,1084
1085,Q719748,1085
1086,Q4914,1086
1087,Q35314,1087
1088,Q1922067,1088
1089,Q9696,1089
1090,Q17068426,1090
1091,Q165613,1091
1092,Q2657411,1092
1093,Q7862902,1093
1094,Q94967,1094
1095,Q388785,1095
1096,Q1317,1096
1097,Q1428742,1097
1098,Q44857,1098
1099,Q1826885,1099
1100,Q2082403,1100
1101,Q538042,1101
1102,Q159846,1102
1103,Q644987,1103
1104,Q1321593,1104
1105,Q289,1105
1106,Q7954972,1106
1107,Q16563,1107
1108,Q190631,1108
1109,Q3065120,1109
1110,Q28859344,1110
1111,Q239576,1111
1112,Q34863,1112
1113,Q5221629,1113
1114,Q7116378,1114
1115,Q6779145,1115
1116,Q717441,1116
1117,Q16957984,1117
1118,Q9684,1118
1119,Q7330923,1119
1120,Q4961919,1120
1121,Q18389154,1121
1122,Q18631600,1122
1123,Q32096,1123
1124,Q129041,1124
1125,Q1435969,1125
1126,Q24060908,1126
1127,Q41254,1127
1128,Q56276004,1128
1129,Q952676,1129
1130,Q6336831,1130
1131,Q4679786,1131
1132,Q5226214,1132
1133,Q706686,1133
1134,Q16236747,1134
1135,Q2113195,1135
1136,Q456321,1136
1137,Q80252,1137
1138,Q18685515,1138
1139,Q929872,1139
1140,Q427881,1140
1141,Q3860113,1141
1142,Q4738,1142
1143,Q2060485,1143
1144,Q3246603,1144
1145,Q216936,1145
1146,Q136816,1146
1147,Q165529,1147
1148,Q15500017,1148
1149,Q483860,1149
1150,Q368804,1150
1151,Q160636,1151
1152,Q51698,1152
1153,Q1987792,1153
1154,Q21707777,1154
1155,Q825291,1155
1156,Q25431158,1156
1157,Q54437950,1157
1158,Q126399,1158
1159,Q30063347,1159
1160,Q6848213,1160
1161,Q203223,1161
1162,Q55365344,1162
1163,Q55075396,1163
1164,Q38076,1164
1165,Q45,1165
1166,Q7308203,1166
1167,Q131364,1167
1168,Q231270,1168
1169,Q7753656,1169
1170,Q60526042,1170
1171,Q4046340,1171
1172,Q320476,1172
1173,Q19844712,1173
1174,Q132893,1174
1175,Q1778778,1175
1176,Q16641,1176
1177,Q16635,1177
1178,Q11703,1178
1179,Q1183,1179
1180,Q782,1180
1181,Q28022144,1181
1182,Q986548,1182
1183,Q6952928,1183
1184,Q128109,1184
1185,Q5608,1185
1186,Q36844,1186
1187,Q155700,1187
1188,Q22077803,1188
1189,Q7951887,1189
1190,Q42182,1190
1191,Q43918214,1191
1192,Q2463285,1192
1193,Q3876006,1193
1194,Q57339590,1194
1195,Q2679005,1195
1196,Q16568,1196
1197,Q6346,1197
1198,Q26436159,1198
1199,Q2298921,1199
1200,Q12124758,1200
1201,Q14951121,1201
1202,Q19953601,1202
1203,Q21572825,1203
1204,Q4151335,1204
1205,Q7350085,1205
1206,Q6499202,1206
1207,Q5344048,1207
1208,Q910252,1208
1209,Q130879,1209
1210,Q18097882,1210
1211,Q18706057,1211
1212,Q217533,1212
1213,Q5112,1213
1214,Q428688,1214
1215,Q27564,1215
1216,Q9212,1216
1217,Q1438754,1217
1218,Q1505374,1218
1219,Q234606,1219
1220,Q7306553,1220
1221,Q656554,1221
1222,Q185059,1222
1223,Q618233,1223
1224,Q253476,1224
1225,Q2856432,1225
1226,Q17049499,1226
1227,Q5106158,1227
1228,Q7570566,1228
1229,Q66340,1229
1230,Q838966,1230
1231,Q14544,1231
1232,Q438946,1232
1233,Q59600568,1233
1234,Q37100,1234
1235,Q23661,1235
1236,Q4235,1236
1237,Q154020,1237
1238,Q79861,1238
1239,Q318508,1239
1240,Q231911,1240
1241,Q15080224,1241
1242,Q16756,1242
1243,Q152108,1243
1244,Q367155,1244
1245,Q431252,1245
1246,Q3772,1246
1247,Q30122656,1247
1248,Q11231,1248
1249,Q167607,1249
1250,Q8333,1250
1251,Q16538,1251
1252,Q2125156,1252
1253,Q3366864,1253
1254,Q936190,1254
1255,Q131439,1255
1256,Q437852,1256
1257,Q60158,1257
1258,Q82112,1258
1259,Q884,1259
1260,Q183058,1260
1261,Q16558,1261
1262,Q44294,1262
1263,Q30030987,1263
1264,Q595439,1264
1265,Q1899,1265
1266,Q7186956,1266
1267,Q16556,1267
1268,Q1345,1268
1269,Q6342141,1269
1270,Q6023060,1270
1271,Q1415,1271
1272,Q478214,1272
1273,Q1187258,1273
1274,Q485172,1274
1275,Q4766227,1275
1276,Q311269,1276
1277,Q491132,1277
1278,Q317521,1278
1279,Q7555824,1279
1280,Q1065320,1280
1281,Q7079258,1281
1282,Q698752,1282
1283,Q3233801,1283
1284,Q48838930,1284
1285,Q509561,1285
1286,Q1060062,1286
1287,Q37230,1287
1288,Q16221257,1288
1289,Q5973577,1289
1290,Q490,1290
1291,Q309135,1291
1292,Q50506085,1292
1293,Q2685,1293
1294,Q230654,1294
1295,Q59670,1295
1296,Q1581,1296
1297,Q18347698,1297
1298,Q796,1298
1299,Q19144178,1299
1300,Q108067,1300
1301,Q910866,1301
1302,Q3140024,1302
1303,Q237875,1303
1304,Q5265877,1304
1305,Q6112101,1305
1306,Q241588,1306
1307,Q139289,1307
1308,Q1702204,1308
1309,Q1646461,1309
1310,Q7343,1310
1311,Q1818043,1311
1312,Q1706317,1312
1313,Q58445227,1313
1314,Q160409,1314
1315,Q1066676,1315
1316,Q2887,1316
1317,Q170481,1317
1318,Q44903,1318
1319,Q12251224,1319
1320,Q6892571,1320
1321,Q4267518,1321
1322,Q42133786,1322
1323,Q16221742,1323
1324,Q193755,1324
1325,Q715618,1325
1326,Q56855987,1326
1327,Q54874476,1327
1328,Q252550,1328
1329,Q323414,1329
1330,Q43100,1330
1331,Q312,1331
1332,Q2766,1332
1333,Q283469,1333
1334,Q1475020,1334
1335,Q2920352,1335
1336,Q3550750,1336
1337,Q159729,1337
1338,Q16227284,1338
1339,Q7163267,1339
1340,Q27407,1340
1341,Q1045,1341
1342,Q958,1342
1343,Q1666849,1343
1344,Q3870,1344
1345,Q7895335,1345
1346,Q29,1346
1347,Q467,1347
1348,Q735202,1348
1349,Q48834885,1349
1350,Q4781944,1350
1351,Q156238,1351
1352,Q47912,1352
1353,Q907231,1353
1354,Q5239766,1354
1355,Q6387,1355
1356,Q1084919,1356
1357,Q529090,1357
1358,Q41819,1358
1359,Q1553,1359
1360,Q264022,1360
1361,Q314024,1361
1362,Q114466,1362
1363,Q1353,1363
1364,Q987,1364
1365,Q668,1365
1366,Q90,1366
1367,Q142,1367
1368,Q84,1368
1369,Q12770,1369
1370,Q15712258,1370
1371,Q218,1371
1372,Q55,1372
1373,Q55931,1373
1374,Q40008974,1374
1375,Q17183619,1375
1376,Q19716893,1376
1377,Q2495519,1377
1378,Q7984649,1378
1379,Q36,1379
1380,Q585,1380
1381,Q49078,1381
1382,Q5349923,1382
1383,Q1198887,1383
1384,Q3564859,1384
1385,Q381941,1385
1386,Q384671,1386
1387,Q5265872,1387
1388,Q993575,1388
1389,Q600751,1389
1390,Q498024,1390
1391,Q95,1391
1392,Q321097,1392
1393,Q1013267,1393
1394,Q3503392,1394
1395,Q4666605,1395
1396,Q368526,1396
1397,Q9325,1397
1398,Q1124,1398
1399,Q718828,1399
1400,Q43297,1400
1401,Q942326,1401
1402,Q7148956,1402
1403,Q106418,1403
1404,Q495310,1404
1405,Q5413,1405
1406,Q984336,1406
1407,Q16736692,1407
1408,Q13979,1408
